Participant ID,Physical Activity,Fruits/Veg Servings,Sleep Quality,Stress Level,Overall Health,Diet Type,Exercise Type Preferred,Work Environment,Living Area
981,4.01,4.49,2,10,2,Meat-Eater,None,Remote,Suburban
982,7.94,8.47,9,2,8,Meat-Eater,Strength Training,Office,Urban
983,1.96,2.2,3,7,2,Meat-Eater,None,Fieldwork,Rural
984,1.68,9.42,10,10,3,Flexitarian,None,Mixed,Urban
985,7.55,7.76,5,5,1,Vegetarian,Sports,Fieldwork,Rural
986,5.46,9.47,9,3,6,Vegetarian,None,Remote,Suburban
987,7.2,7.09,9,5,3,Flexitarian,Cardio,Remote,Suburban
988,4.91,4.27,2,7,1,Vegetarian,None,Remote,Suburban
989,3.22,9.44,6,10,4,Vegetarian,Cardio,Fieldwork,Rural
990,8.37,3.48,1,2,6,Flexitarian,Sports,Mixed,Urban
991,8.19,3.99,2,1,8,Flexitarian,Cardio,Mixed,Rural
992,7.25,7.31,8,5,4,Meat-Eater,Strength Training,Office,Suburban
993,3.45,7.89,6,7,2,Vegetarian,Strength Training,Fieldwork,Suburban
994,6.31,9.36,6,4,7,Flexitarian,Strength Training,Office,Urban
995,4.25,2.84,4,8,2,Vegetarian,Cardio,Student,Urban
996,1.82,8.18,5,7,3,Flexitarian,None,Mixed,Suburban
997,9.26,7.65,8,5,2,Pescatarian,Cardio,Fieldwork,Rural
998,2.23,1.57,5,10,1,Flexitarian,None,Mixed,Urban
999,9.55,4.49,4,1,7,Flexitarian,Sports,Student,Suburban
1000,5.01,3.54,3,4,10,Meat-Eater,None,Office,Urban
1001,2.67,3.74,5,7,5,Vegan,None,Remote,Urban
1002,5.88,9.85,6,4,7,Vegan,Strength Training,Mixed,Urban
1003,8.86,6.78,9,1,7,Vegan,Strength Training,Office,Suburban
1004,7.59,7.46,5,3,10,Vegan,Strength Training,Fieldwork,Suburban
1005,8.26,9.79,5,4,7,Flexitarian,Cardio,Fieldwork,Rural
1006,6.93,4.39,4,1,9,Flexitarian,Strength Training,Mixed,Suburban
1007,7.23,8.22,9,2,10,Meat-Eater,Sports,Remote,Suburban
1008,8.64,4.91,2,3,8,Vegetarian,Sports,Office,Urban
1009,3.25,8.83,5,10,5,Vegetarian,None,Remote,Suburban
1010,5.4,2.63,2,1,6,Vegetarian,Cardio,Student,Rural
1011,2.99,9.53,10,10,4,Pescatarian,None,Office,Suburban
1012,9.89,2.97,3,3,8,Meat-Eater,Cardio,Student,Rural
1013,9.5,3.94,1,1,7,Pescatarian,Cardio,Fieldwork,Suburban
1014,1.35,7.81,8,6,1,Vegetarian,None,Fieldwork,Urban
1015,7.35,4.54,3,3,6,Flexitarian,Sports,Remote,Suburban
1016,9.33,6.47,9,2,9,Flexitarian,Sports,Fieldwork,Urban
1017,2.63,5,6,6,3,Flexitarian,None,Remote,Urban
1018,6.11,7.68,5,3,6,Pescatarian,Sports,Office,Suburban
1019,9.24,3.05,3,4,8,Meat-Eater,Sports,Student,Urban
1020,1.31,1.53,3,10,3,Meat-Eater,None,Student,Urban
1021,7.28,3.7,1,1,6,Vegetarian,Cardio,Fieldwork,Rural
1022,3.68,5.27,9,9,3,Vegetarian,Sports,Office,Urban
1023,9.32,2.51,5,1,9,Vegetarian,Sports,Fieldwork,Urban
1024,9.74,4.19,4,2,6,Pescatarian,Cardio,Mixed,Urban
1025,9.5,4.6,5,3,9,Vegetarian,Strength Training,Office,Urban
1026,5.27,1.52,4,1,9,Meat-Eater,Cardio,Office,Rural
1027,8.76,6.25,10,3,8,Pescatarian,Sports,Remote,Rural
1028,8.6,8.96,7,1,8,Vegetarian,Cardio,Remote,Urban
1029,3.87,2.37,1,7,1,Flexitarian,Strength Training,Mixed,Rural
1030,8.46,6.38,9,2,7,Vegetarian,Cardio,Mixed,Suburban
1031,1.33,6.98,8,9,1,Flexitarian,None,Remote,Urban
1032,6.37,4.77,3,2,9,Vegan,Cardio,Office,Suburban
1033,3.07,7.31,9,8,3,Vegan,Strength Training,Fieldwork,Rural
1034,2.09,4.7,2,7,4,Flexitarian,None,Remote,Rural
1035,1.69,5.54,7,6,5,Vegan,None,Student,Suburban
1036,7.27,1.07,5,2,10,Meat-Eater,Sports,Office,Urban
1037,4.06,7.23,7,8,4,Meat-Eater,Cardio,Fieldwork,Urban
1038,7.52,6.95,5,1,7,Meat-Eater,Sports,Student,Urban
1039,1.59,1.35,1,9,2,Meat-Eater,None,Remote,Urban
1040,3.84,4.31,1,9,1,Meat-Eater,Sports,Office,Urban
1041,5.86,9.81,10,4,6,Meat-Eater,None,Remote,Urban
1042,8.12,4.79,2,1,6,Vegan,Sports,Mixed,Rural
1043,3.87,5.52,5,9,3,Vegetarian,Cardio,Mixed,Urban
1044,6.63,9.19,6,2,7,Flexitarian,None,Mixed,Urban
1045,8.97,7.46,5,1,9,Pescatarian,Strength Training,Remote,Rural
1046,6.54,6.24,10,1,10,Pescatarian,Yoga/Pilates,Student,Suburban
1047,3.1,8.18,7,6,2,Vegan,Strength Training,Office,Urban
1048,1.22,8.78,9,10,2,Vegan,None,Remote,Suburban
1049,8.83,5.11,9,3,7,Pescatarian,Sports,Student,Rural
1050,1.19,5.28,5,10,1,Vegan,None,Mixed,Rural
1051,8.87,4.47,5,5,3,Meat-Eater,Sports,Office,Suburban
1052,5.76,9.7,5,5,4,Flexitarian,Yoga/Pilates,Student,Urban
1053,9.45,7.27,5,3,6,Vegan,Strength Training,Fieldwork,Urban
1054,8.19,1.75,4,5,3,Flexitarian,Sports,Office,Rural
1055,9.98,8.77,8,4,7,Pescatarian,Cardio,Office,Suburban
1056,4.16,5.33,8,6,3,Vegan,Cardio,Fieldwork,Rural
1057,7.9,1.62,2,1,6,Meat-Eater,Cardio,Student,Suburban
1058,4.62,5.95,8,7,2,Vegetarian,Yoga/Pilates,Student,Urban
1059,5.32,4.75,1,4,6,Flexitarian,Cardio,Mixed,Rural
1060,6.65,8.9,10,3,9,Meat-Eater,Yoga/Pilates,Fieldwork,Urban
1061,8.86,2.84,3,1,7,Meat-Eater,Cardio,Student,Rural
1062,9.86,8.44,8,5,3,Vegan,Cardio,Fieldwork,Rural
1063,7.91,6.02,10,2,6,Pescatarian,Cardio,Student,Urban
1064,4.76,1.49,4,7,5,Vegan,Yoga/Pilates,Office,Suburban
1065,4.79,9.75,7,6,3,Vegetarian,Yoga/Pilates,Mixed,Urban
1066,7.64,5.61,10,4,8,Flexitarian,Sports,Office,Urban
1067,3.15,3.62,1,7,2,Vegetarian,Yoga/Pilates,Remote,Rural
1068,1.99,5.22,6,6,3,Flexitarian,None,Student,Rural
1069,4.19,8.72,8,9,1,Pescatarian,Strength Training,Fieldwork,Suburban
1070,3.59,3.74,3,6,5,Vegetarian,Yoga/Pilates,Mixed,Rural
1071,3.67,2.73,1,6,4,Vegan,Strength Training,Mixed,Urban
1072,3.1,2.16,5,9,5,Vegetarian,Yoga/Pilates,Mixed,Suburban
1073,1.38,3.68,2,9,1,Meat-Eater,None,Remote,Suburban
1074,1.16,8.02,7,9,2,Vegan,None,Student,Suburban
1075,9.89,5.24,10,1,6,Vegetarian,Strength Training,Remote,Suburban
1076,4.85,3.05,3,7,3,Pescatarian,Yoga/Pilates,Student,Suburban
1077,4.46,2.5,3,8,2,Vegetarian,Yoga/Pilates,Fieldwork,Suburban
1078,7.12,3.99,4,3,9,Vegan,Strength Training,Remote,Suburban
1079,2.96,9.46,10,6,4,Vegan,None,Student,Urban
1080,9.55,4.09,5,1,6,Vegetarian,Cardio,Office,Rural
1081,8.08,9.89,6,2,8,Meat-Eater,Cardio,Remote,Rural
1082,1.8,5.37,5,9,4,Flexitarian,None,Remote,Suburban
1083,4.76,2.61,1,6,5,Pescatarian,Cardio,Mixed,Urban
1084,8.91,9.02,9,5,2,Vegan,Cardio,Mixed,Suburban
1085,9.5,5.14,7,4,10,Pescatarian,Cardio,Office,Rural
1086,5.21,7.39,7,1,9,Vegetarian,Sports,Mixed,Suburban
1087,6.52,9.85,7,5,4,Meat-Eater,Cardio,Student,Suburban
1088,2.5,1.45,3,7,1,Vegan,None,Fieldwork,Suburban
1089,9.92,1.87,3,5,1,Flexitarian,Cardio,Student,Urban
1090,3.09,7.48,10,6,2,Meat-Eater,Cardio,Student,Urban
1091,9.48,3.54,5,3,6,Pescatarian,Cardio,Mixed,Suburban
1092,6.85,2.66,4,1,8,Meat-Eater,None,Student,Urban
1093,6.47,1.35,2,3,7,Vegan,Yoga/Pilates,Remote,Suburban
1094,5.61,1.2,3,2,8,Vegan,None,Office,Urban
1095,3.08,7.97,8,7,1,Pescatarian,Sports,Remote,Suburban
1096,2.59,2.21,1,9,2,Vegan,None,Fieldwork,Rural
1097,2.98,5.21,9,9,4,Flexitarian,None,Remote,Urban
1098,2.68,6.45,8,8,5,Vegan,None,Mixed,Rural
1099,8.02,4.86,3,3,9,Vegetarian,Strength Training,Office,Suburban
1100,4.15,1.24,3,7,3,Flexitarian,Strength Training,Fieldwork,Urban
1101,1.52,8.05,7,10,4,Pescatarian,None,Remote,Urban
1102,9.72,1.09,4,3,9,Flexitarian,Cardio,Remote,Urban
1103,8.95,7.86,7,3,10,Vegetarian,Cardio,Mixed,Rural
1104,9.35,9.04,10,5,5,Flexitarian,Sports,Student,Suburban
1105,9.95,4.9,4,4,9,Pescatarian,Cardio,Mixed,Urban
1106,2.57,5.82,7,9,5,Vegetarian,None,Mixed,Suburban
1107,4.57,5.29,5,8,4,Pescatarian,Cardio,Fieldwork,Suburban
1108,7.82,4.5,1,4,7,Vegetarian,Sports,Office,Urban
1109,7.26,8.99,6,4,9,Flexitarian,Strength Training,Remote,Urban
1110,2.39,9.05,7,9,1,Pescatarian,None,Mixed,Suburban
1111,8.34,4.02,3,2,10,Meat-Eater,Sports,Office,Rural
1112,3.02,6.54,8,6,5,Vegan,None,Mixed,Rural
1113,3.01,9.34,8,8,3,Vegan,Cardio,Remote,Suburban
1114,5.83,9.66,7,3,8,Vegetarian,Strength Training,Office,Suburban
1115,6.34,5.58,6,2,6,Vegan,None,Office,Urban
1116,6.22,5.08,7,1,10,Meat-Eater,Strength Training,Fieldwork,Rural
1117,1.82,3.51,4,6,5,Meat-Eater,None,Remote,Suburban
1118,8.9,9.63,7,2,8,Vegetarian,Cardio,Office,Suburban
1119,3.39,2.29,4,10,3,Vegetarian,Sports,Fieldwork,Urban
1120,2.17,6.22,7,10,4,Vegan,None,Student,Rural
1121,9,3.54,5,1,10,Pescatarian,Strength Training,Fieldwork,Suburban
1122,9.6,3.51,4,5,5,Pescatarian,Cardio,Student,Urban
1123,8.76,4.64,2,5,4,Pescatarian,Cardio,Office,Suburban
1124,8.29,9.99,9,5,5,Vegetarian,Sports,Fieldwork,Urban
1125,6.9,1.49,3,1,6,Vegan,Strength Training,Office,Suburban
1126,5.96,6.21,10,5,3,Flexitarian,None,Mixed,Urban
1127,1.78,1.74,4,8,3,Meat-Eater,None,Mixed,Urban
1128,4.68,2.39,5,6,3,Pescatarian,Strength Training,Fieldwork,Rural
1129,4.35,4.96,2,7,2,Pescatarian,None,Mixed,Urban
1130,3.34,5.59,8,10,1,Vegan,Sports,Remote,Suburban
1131,7.51,3.33,5,4,6,Flexitarian,Sports,Remote,Urban
1132,5.46,3.85,5,1,9,Vegan,None,Office,Urban
1133,1.73,1.78,5,7,2,Meat-Eater,None,Mixed,Urban
1134,2.98,3.73,1,8,5,Pescatarian,None,Remote,Rural
1135,7.15,9.7,7,2,6,Flexitarian,Cardio,Student,Suburban
1136,1.69,9.5,8,10,2,Pescatarian,None,Remote,Suburban
1137,8.66,4.01,4,4,7,Vegetarian,Cardio,Remote,Suburban
1138,5.46,6.14,8,5,1,Vegetarian,Cardio,Fieldwork,Rural
1139,5.33,9.19,9,2,9,Vegan,Cardio,Remote,Urban
1140,6.33,1.06,3,1,7,Meat-Eater,None,Remote,Rural
1141,8.42,8.3,6,4,8,Flexitarian,Cardio,Office,Suburban
1142,4.13,9.54,8,9,2,Vegan,Yoga/Pilates,Office,Urban
1143,7.1,1.82,3,2,10,Pescatarian,Sports,Office,Suburban
1144,6.09,2.45,3,5,1,Vegetarian,Yoga/Pilates,Fieldwork,Urban
1145,3.4,9.65,5,7,5,Vegetarian,Cardio,Mixed,Urban
1146,8.91,5.84,10,4,9,Vegetarian,Sports,Mixed,Rural
1147,8.18,1.13,4,2,8,Vegetarian,Sports,Student,Suburban
1148,6.93,3.32,5,4,6,Pescatarian,Strength Training,Fieldwork,Rural
1149,8.66,5.05,7,5,2,Vegetarian,Strength Training,Student,Rural
1150,8.81,7.24,7,1,8,Vegan,Sports,Office,Suburban
1151,7.38,7.6,6,1,7,Vegan,Cardio,Mixed,Rural
1152,8.53,9.96,5,2,9,Vegetarian,Sports,Mixed,Rural
1153,7.28,3.59,3,4,6,Flexitarian,Strength Training,Student,Rural
1154,7.12,5.84,7,1,9,Vegan,Sports,Mixed,Rural
1155,6.57,5.8,9,4,9,Vegan,None,Fieldwork,Urban
1156,7.77,4.65,5,5,4,Flexitarian,Strength Training,Office,Urban
1157,2.43,2.52,2,7,4,Vegan,None,Remote,Urban
1158,8.93,9.8,10,4,7,Vegan,Sports,Student,Suburban
1159,8.85,8.68,6,2,10,Meat-Eater,Sports,Office,Urban
1160,1.26,5.48,6,9,2,Vegetarian,None,Fieldwork,Rural
1161,8.43,6.43,9,4,8,Pescatarian,Strength Training,Office,Rural
1162,2.16,3.05,5,10,4,Flexitarian,None,Mixed,Rural
1163,4.02,5.89,5,7,3,Pescatarian,Yoga/Pilates,Mixed,Urban
1164,7.69,7.25,8,3,7,Vegetarian,Strength Training,Office,Rural
1165,2.45,5.64,8,9,4,Pescatarian,None,Student,Urban
1166,8.36,9.91,5,4,7,Meat-Eater,Strength Training,Mixed,Rural
1167,8.49,6.5,8,1,9,Pescatarian,Strength Training,Remote,Urban
1168,5.57,4.34,5,2,7,Vegan,Cardio,Mixed,Urban
1169,1.06,7.95,8,8,1,Vegetarian,None,Student,Urban
1170,3.58,2.53,5,10,5,Vegan,Strength Training,Office,Suburban
1171,6.55,4.46,1,3,10,Flexitarian,None,Fieldwork,Urban
1172,9.83,4.12,2,5,4,Pescatarian,Sports,Fieldwork,Rural
1173,6.69,4.89,1,3,6,Vegetarian,Strength Training,Office,Suburban
1174,3.34,8.04,8,8,3,Vegetarian,Strength Training,Fieldwork,Urban
1175,6.71,5.36,9,2,6,Meat-Eater,Sports,Remote,Rural
1176,5.86,8.15,10,1,9,Vegan,Sports,Fieldwork,Rural
1177,8.02,6.19,8,3,6,Vegan,Sports,Office,Urban
1178,1.96,4.08,4,9,3,Meat-Eater,None,Mixed,Rural
1179,7.85,8.29,6,4,9,Pescatarian,Sports,Mixed,Rural
1180,5.87,3.14,4,4,10,Meat-Eater,Cardio,Fieldwork,Urban
1181,9.67,3.02,2,1,6,Pescatarian,Sports,Fieldwork,Suburban
1182,4.08,5.54,9,8,5,Meat-Eater,Strength Training,Office,Urban
1183,6.69,3.35,5,5,5,Flexitarian,Cardio,Office,Urban
1184,9.39,1.08,2,5,2,Vegetarian,Cardio,Office,Rural
1185,1.92,6.83,5,7,3,Flexitarian,None,Remote,Suburban
1186,9.44,5.6,9,1,6,Flexitarian,Strength Training,Student,Rural
1187,7.19,5.01,10,3,10,Vegetarian,Strength Training,Student,Suburban
1188,1.61,9.7,5,9,5,Pescatarian,None,Fieldwork,Rural
1189,3.71,6.14,9,6,3,Vegan,Strength Training,Student,Rural
1190,7.37,8.77,9,1,10,Meat-Eater,Sports,Mixed,Urban
1191,1.61,2.26,3,8,5,Vegetarian,None,Mixed,Rural
1192,6.24,6.12,8,2,10,Flexitarian,Strength Training,Student,Rural
1193,4.11,8.81,8,7,5,Flexitarian,Sports,Fieldwork,Suburban
1194,6.59,6.25,5,2,7,Flexitarian,Yoga/Pilates,Office,Urban
1195,1.41,7.46,8,9,2,Vegan,None,Remote,Urban
1196,8.84,4.35,1,4,9,Pescatarian,Cardio,Student,Rural
1197,9.76,1.83,5,3,6,Flexitarian,Strength Training,Remote,Urban
1198,9.72,5.12,7,2,8,Pescatarian,Strength Training,Office,Suburban
1199,7.75,4.55,3,3,9,Vegetarian,Strength Training,Remote,Urban
1200,2.17,8.8,9,7,2,Meat-Eater,None,Fieldwork,Rural
1201,7.82,3.2,2,1,7,Flexitarian,Strength Training,Student,Urban
1202,1.22,9.7,6,10,2,Meat-Eater,None,Student,Urban
1203,1.2,9.62,8,10,4,Vegetarian,None,Remote,Suburban
1204,3.91,3.23,1,7,2,Vegetarian,Sports,Mixed,Rural
1205,5.4,4.13,3,3,9,Pescatarian,None,Office,Urban
1206,7.93,9.06,8,4,7,Pescatarian,Cardio,Remote,Rural
1207,7.15,9.7,9,2,10,Vegetarian,Strength Training,Office,Rural
1208,5.01,4.99,3,2,10,Pescatarian,Strength Training,Mixed,Urban
1209,3.46,3.89,1,9,1,Flexitarian,Yoga/Pilates,Office,Rural
1210,9.97,5.73,5,2,7,Vegetarian,Sports,Mixed,Rural
1211,4.84,7.19,6,6,1,Flexitarian,None,Mixed,Rural
1212,5.06,3.46,4,4,9,Vegetarian,Sports,Office,Urban
1213,2.47,7.63,9,6,1,Meat-Eater,None,Office,Urban
1214,8.15,1.46,3,5,2,Meat-Eater,Strength Training,Mixed,Rural
1215,7.24,1.44,1,4,9,Vegan,Strength Training,Remote,Urban
1216,2.99,4.48,3,9,4,Vegetarian,None,Fieldwork,Suburban
1217,1.74,4.18,5,8,5,Vegan,None,Remote,Urban
1218,7.12,3.84,3,3,9,Flexitarian,Strength Training,Student,Rural
1219,6.89,5.42,8,4,9,Pescatarian,Strength Training,Office,Urban
1220,3.46,3.89,2,10,1,Vegetarian,Yoga/Pilates,Student,Urban
1221,9.56,2.73,3,2,9,Vegan,Sports,Mixed,Suburban
1222,2.36,3.79,2,8,3,Vegan,None,Mixed,Rural
1223,4.89,9.77,9,10,5,Meat-Eater,Yoga/Pilates,Remote,Rural
1224,9.49,4.7,2,5,5,Vegan,Sports,Student,Suburban
1225,4.78,5,7,8,4,Meat-Eater,Sports,Student,Suburban
1226,6.75,6.19,7,2,6,Pescatarian,Yoga/Pilates,Mixed,Suburban
1227,4.58,9.85,10,8,5,Vegetarian,Yoga/Pilates,Remote,Suburban
1228,3.47,3.17,1,10,5,Meat-Eater,Yoga/Pilates,Student,Suburban
1229,9.86,7.13,10,1,8,Flexitarian,Cardio,Remote,Suburban
1230,4.68,7.44,7,8,4,Meat-Eater,Cardio,Fieldwork,Suburban
1231,9.05,6.47,6,5,5,Meat-Eater,Sports,Remote,Urban
1232,3.07,1.8,1,8,5,Vegan,Strength Training,Student,Rural
1233,2.92,7.09,7,10,5,Flexitarian,None,Remote,Rural
1234,1.28,1.58,3,7,5,Meat-Eater,None,Fieldwork,Urban
1235,6.87,6.37,9,5,1,Meat-Eater,Strength Training,Student,Suburban
1236,4.32,7.66,5,9,2,Meat-Eater,Yoga/Pilates,Office,Urban
1237,8.78,2.9,5,1,8,Pescatarian,Strength Training,Student,Urban
1238,5.26,8.57,9,5,1,Vegan,Strength Training,Fieldwork,Rural
1239,9.71,1.27,5,3,8,Flexitarian,Strength Training,Remote,Rural
1240,2.67,8.59,8,8,5,Vegetarian,None,Remote,Urban
1241,8.82,5.14,9,5,3,Flexitarian,Cardio,Office,Urban
1242,7.99,2.96,2,4,9,Pescatarian,Strength Training,Student,Rural
1243,7.94,2.2,3,5,4,Pescatarian,Strength Training,Remote,Urban
1244,8.6,9.58,8,2,7,Flexitarian,Cardio,Mixed,Suburban
1245,7.85,1.65,5,4,7,Meat-Eater,Sports,Fieldwork,Urban
1246,6.64,2.79,3,5,3,Vegan,Yoga/Pilates,Student,Rural
1247,2.18,4.13,1,6,1,Meat-Eater,None,Mixed,Urban
1248,1.29,6.58,5,9,1,Flexitarian,None,Student,Suburban
1249,9.29,5.9,7,5,5,Meat-Eater,Strength Training,Mixed,Rural
1250,6.55,2.13,2,1,6,Pescatarian,Cardio,Office,Urban
1251,8.17,3.61,3,5,2,Vegan,Cardio,Fieldwork,Rural
1252,5.33,3.15,3,2,6,Meat-Eater,None,Student,Urban
1253,2.06,2.92,4,8,5,Flexitarian,None,Student,Urban
1254,2.13,4.7,1,10,4,Pescatarian,None,Mixed,Suburban
1255,7.17,7.34,5,4,6,Flexitarian,Sports,Office,Rural
1256,4.87,2.96,5,10,1,Vegetarian,None,Mixed,Urban
1257,2.8,4.3,3,10,2,Vegan,None,Fieldwork,Suburban
1258,5.42,4.52,3,5,3,Meat-Eater,None,Fieldwork,Rural
1259,1.58,9.79,6,10,4,Vegan,None,Student,Suburban
1260,6.24,9.59,5,4,8,Meat-Eater,None,Remote,Urban
1261,3.42,8.2,6,9,5,Vegan,Cardio,Student,Suburban
1262,8.18,3.17,4,5,5,Pescatarian,Sports,Student,Urban
1263,3.79,1.61,5,8,3,Meat-Eater,Cardio,Office,Rural
1264,5.1,3.85,2,5,2,Vegan,Cardio,Office,Rural
1265,1.1,3.4,1,9,2,Flexitarian,None,Mixed,Suburban
1266,1.65,5.55,8,7,2,Vegetarian,None,Student,Urban
1267,4.53,8,7,10,4,Flexitarian,Yoga/Pilates,Fieldwork,Urban
1268,5.32,8.72,8,5,5,Pescatarian,Cardio,Fieldwork,Suburban
1269,6.4,8.6,10,5,5,Meat-Eater,None,Office,Suburban
1270,3.62,4.24,2,10,5,Flexitarian,Yoga/Pilates,Fieldwork,Rural
1271,7.25,7.19,5,1,9,Meat-Eater,Cardio,Fieldwork,Rural
1272,8.74,3.82,2,5,5,Flexitarian,Strength Training,Mixed,Urban
1273,8.02,1.55,3,4,8,Pescatarian,Strength Training,Fieldwork,Rural
1274,1.36,7.31,7,9,1,Meat-Eater,None,Remote,Suburban
1275,5.32,1.09,1,1,9,Flexitarian,None,Remote,Urban
1276,1.94,4.68,5,10,1,Vegan,None,Remote,Urban
1277,3.18,3.96,4,8,3,Flexitarian,Cardio,Office,Urban
1278,9.88,7.24,8,5,2,Pescatarian,Sports,Mixed,Suburban
1279,2.28,7.9,7,9,2,Meat-Eater,None,Mixed,Urban
1280,5.49,3.74,2,2,7,Vegetarian,None,Mixed,Rural
1281,6.56,8.3,6,2,9,Meat-Eater,Strength Training,Student,Rural
1282,7.32,3.65,5,3,7,Pescatarian,Strength Training,Mixed,Rural
1283,6.04,5.02,6,5,4,Vegan,Cardio,Fieldwork,Rural
1284,1.09,7.54,8,6,4,Meat-Eater,None,Office,Urban
1285,3.94,7.24,6,10,1,Meat-Eater,Cardio,Fieldwork,Suburban
1286,5.66,9.89,9,3,7,Meat-Eater,Yoga/Pilates,Remote,Urban
1287,1.79,3.03,4,8,5,Vegan,None,Fieldwork,Suburban
1288,4.16,6.96,6,8,2,Flexitarian,Strength Training,Mixed,Suburban
1289,1.3,6.49,8,7,2,Meat-Eater,None,Mixed,Suburban
1290,1.71,9.24,7,10,2,Vegetarian,None,Remote,Suburban
1291,4.57,2.41,3,10,5,Meat-Eater,Yoga/Pilates,Office,Urban
1292,2.19,7.77,10,6,5,Vegan,None,Remote,Urban
1293,6.11,6.11,7,3,9,Flexitarian,None,Remote,Rural
1294,7.21,3.47,2,3,10,Pescatarian,Cardio,Remote,Suburban
1295,8.21,5.27,9,4,9,Pescatarian,Sports,Office,Rural
1296,2.8,4,4,9,1,Flexitarian,None,Mixed,Urban
1297,2.51,6.21,5,7,4,Flexitarian,None,Student,Urban
1298,1.94,9,7,10,2,Pescatarian,None,Remote,Urban
1299,6.73,6.12,7,1,8,Vegetarian,None,Mixed,Urban
1300,7.36,6.69,5,1,8,Meat-Eater,Strength Training,Student,Suburban
1301,1.28,5.67,5,8,2,Meat-Eater,None,Mixed,Rural
1302,9.43,1.46,2,1,9,Flexitarian,Strength Training,Mixed,Rural
1303,1.47,3.1,4,8,2,Vegan,None,Student,Suburban
1304,5.87,5.43,7,5,5,Pescatarian,Cardio,Fieldwork,Rural
1305,7.38,3.79,5,1,9,Pescatarian,Strength Training,Fieldwork,Suburban
1306,8.84,2.64,2,3,7,Meat-Eater,Sports,Remote,Suburban
1307,7.43,5.54,6,5,5,Meat-Eater,Strength Training,Fieldwork,Rural
1308,8.22,3.91,5,5,5,Meat-Eater,Cardio,Student,Suburban
1309,4.06,3.32,5,8,4,Vegan,Sports,Student,Urban
1310,8.33,5.18,10,3,6,Vegetarian,Cardio,Fieldwork,Suburban
1311,1.72,2.2,5,7,1,Meat-Eater,None,Student,Urban
1312,9.05,9.35,5,5,5,Pescatarian,Strength Training,Student,Suburban
1313,5.93,8.81,7,3,6,Flexitarian,Strength Training,Student,Suburban
1314,8.36,7.37,10,5,5,Pescatarian,Cardio,Fieldwork,Rural
1315,5.07,1.96,1,1,6,Pescatarian,Strength Training,Fieldwork,Suburban
1316,6.79,7.98,10,4,10,Flexitarian,Sports,Student,Rural
1317,5.74,8.27,7,4,10,Pescatarian,Yoga/Pilates,Fieldwork,Suburban
1318,7.58,7.91,10,3,10,Vegan,Cardio,Fieldwork,Urban
1319,1.73,2.03,1,8,5,Vegan,None,Student,Rural
1320,1.54,6.8,8,10,3,Pescatarian,None,Remote,Suburban
1321,3.22,8.51,7,8,1,Vegan,Yoga/Pilates,Remote,Rural
1322,2.44,6.2,6,10,5,Vegan,None,Remote,Urban
1323,8.85,6.82,7,3,7,Pescatarian,Cardio,Fieldwork,Urban
1324,2.97,5.13,7,10,4,Vegetarian,None,Fieldwork,Rural
1325,9.78,5.76,7,3,7,Meat-Eater,Strength Training,Student,Urban
1326,4.03,1.31,4,7,2,Vegetarian,Cardio,Student,Rural
1327,2.64,6.75,5,10,3,Vegan,None,Remote,Suburban
1328,8.11,1.73,2,2,6,Pescatarian,Strength Training,Mixed,Urban
1329,6.93,4.92,1,2,8,Vegetarian,Cardio,Mixed,Urban
1330,5.48,3.63,1,2,6,Pescatarian,Yoga/Pilates,Student,Suburban
1331,6,5.91,9,2,10,Vegetarian,Yoga/Pilates,Fieldwork,Rural
1332,7.47,2.2,4,1,8,Flexitarian,Sports,Remote,Urban
1333,3.06,7.22,9,9,4,Vegan,Sports,Student,Rural
1334,9.97,8.16,10,1,6,Meat-Eater,Strength Training,Office,Rural
1335,9.77,2.47,4,3,8,Vegetarian,Sports,Remote,Urban
1336,6.85,1.94,1,3,9,Vegetarian,None,Remote,Rural
1337,2.8,2.31,1,9,2,Vegetarian,None,Fieldwork,Urban
1338,7.12,8.89,8,4,10,Flexitarian,Strength Training,Mixed,Urban
1339,1.65,5.75,5,9,5,Meat-Eater,None,Student,Suburban
1340,1.28,5.21,5,7,2,Pescatarian,None,Office,Suburban
1341,3.32,1.96,2,6,3,Pescatarian,None,Student,Suburban
1342,5.16,6.85,9,3,7,Flexitarian,Yoga/Pilates,Remote,Urban
1343,8.81,8.81,9,1,9,Vegan,Strength Training,Fieldwork,Suburban
1344,7.54,8.45,9,1,6,Vegan,Strength Training,Office,Urban
1345,7.68,6.63,7,1,8,Vegetarian,Sports,Office,Suburban
1346,4.83,1.68,2,9,1,Vegan,Strength Training,Fieldwork,Rural
1347,4.11,2.01,5,9,2,Meat-Eater,None,Remote,Urban
1348,4.34,1.44,5,8,5,Vegetarian,Strength Training,Fieldwork,Urban
1349,9.89,3.32,2,3,6,Pescatarian,Cardio,Remote,Suburban
1350,1.36,2.22,1,8,1,Flexitarian,None,Student,Urban
1351,8.8,3.34,5,1,10,Flexitarian,Strength Training,Mixed,Suburban
1352,6.21,4.47,1,4,6,Vegan,None,Fieldwork,Rural
1353,4.95,9.49,9,7,1,Meat-Eater,Sports,Mixed,Urban
1354,7.53,6.49,8,1,10,Flexitarian,Sports,Remote,Rural
1355,5.38,8.51,7,5,5,Flexitarian,Strength Training,Office,Urban
1356,8.86,7.39,9,1,7,Flexitarian,Sports,Remote,Urban
